id	filename	md5	size	state
c10b33cc-75fd-4c72-97b0-105495845d06	c10b33cc-75fd-4c72-97b0-105495845d06/TCGA-MR-A8JO-01A-21-A40N-20_RPPA_data.tsv	b51cbbf54907ed6fbb5070139795ee10	22040	validated
c293a40c-3b23-4a97-b660-4786854860a2	c293a40c-3b23-4a97-b660-4786854860a2/TCGA-DD-A11A-01A-21-A40L-20_RPPA_data.tsv	2ce46fb4b6ddd0429ab0c2047e0b7f47	22032	validated
c922bc76-43f3-49d4-8381-88ceb7ea119d	c922bc76-43f3-49d4-8381-88ceb7ea119d/TCGA-G3-A3CG-01A-21-A40M-20_RPPA_data.tsv	aea03081dc50bf7d82b992e67fa86c26	22064	validated
d02aedec-60e0-4d35-9b0c-fda98cac89b5	d02aedec-60e0-4d35-9b0c-fda98cac89b5/TCGA-DD-A39Z-01A-21-A40L-20_RPPA_data.tsv	47e40cb987dc1e70c9460e06dbef27e4	22054	validated
d6cd3849-0f0c-4d20-8f51-d3fd28e3978a	d6cd3849-0f0c-4d20-8f51-d3fd28e3978a/TCGA-K7-A5RF-01A-21-A40M-20_RPPA_data.tsv	09059bd31332944a0a5f76ec5f11ac5f	22015	validated
d8e85eaf-af7f-4e65-93dc-e690a15765e8	d8e85eaf-af7f-4e65-93dc-e690a15765e8/TCGA-BC-A10Q-01A-21-A40L-20_RPPA_data.tsv	c8e3ca307b1786539982fdb6b4ef5e19	22006	validated
db82ce00-7359-41ce-9dea-4f96720f01a1	db82ce00-7359-41ce-9dea-4f96720f01a1/TCGA-DD-A39W-01A-21-A40M-20_RPPA_data.tsv	62c2a7afd30bfdc3a7c5afc868458b0b	22042	validated
e089dd00-85aa-42ba-9e8f-8aff7e41d27c	e089dd00-85aa-42ba-9e8f-8aff7e41d27c/TCGA-EP-A3JL-01A-21-A40M-20_RPPA_data.tsv	a97eb1c5ad2864f3dd8f5636039c8dae	22038	validated
e50e5cdc-29ec-45a4-91ef-4acd6f95d36d	e50e5cdc-29ec-45a4-91ef-4acd6f95d36d/TCGA-DD-AA3A-01A-21-A40N-20_RPPA_data.tsv	c20b1b1914111f03bc1f01e14234590a	22053	validated
e5477980-3e75-441c-b657-703bf7e4a933	e5477980-3e75-441c-b657-703bf7e4a933/TCGA-DD-A4NK-01A-21-A40M-20_RPPA_data.tsv	1bc716eb5330f93c72f523fded1ce112	22044	validated
eb77cbf2-f5b3-4677-ab68-0bd6c1618149	eb77cbf2-f5b3-4677-ab68-0bd6c1618149/TCGA-G3-A25X-01A-21-A40L-20_RPPA_data.tsv	257837118b103c5b237cc461adf7430c	22056	validated
f03b983d-0707-49a9-a341-7d1406b3640b	f03b983d-0707-49a9-a341-7d1406b3640b/TCGA-G3-A7M8-01A-21-A40L-20_RPPA_data.tsv	088a7918d267fdc7de7452ef5f0f5a16	22003	validated
f0968929-cc22-4840-be7f-1b3fd4a9b8f0	f0968929-cc22-4840-be7f-1b3fd4a9b8f0/TCGA-CC-5262-01A-21-A40L-20_RPPA_data.tsv	753fd217b4afd1f63748062e1671661e	22025	validated
f37e3178-4ee7-4bc0-8162-4e191c8ca4c4	f37e3178-4ee7-4bc0-8162-4e191c8ca4c4/TCGA-CC-A3MA-01A-21-A40M-20_RPPA_data.tsv	f8b64e080150745857099509bee67b03	22096	validated
f6fc74df-49c9-4634-8a39-82506c16573e	f6fc74df-49c9-4634-8a39-82506c16573e/TCGA-G3-A7M6-01A-21-A40L-20_RPPA_data.tsv	902272b45ef2115a8f450a3660b8c4bb	22086	validated
f8f13e22-8e5a-4d0a-8bbb-73e6277a6265	f8f13e22-8e5a-4d0a-8bbb-73e6277a6265/TCGA-DD-A39X-01A-21-A40L-20_RPPA_data.tsv	64a7c5a55d83dcbff2336a13a787066f	22062	validated
fc72958f-8f15-4fab-b383-fd1bc00a432a	fc72958f-8f15-4fab-b383-fd1bc00a432a/TCGA-DD-A4NH-01A-21-A40M-20_RPPA_data.tsv	951a50b8b13895e9d0755931b8d1b395	21967	validated
ff07cd92-c39e-4e52-ac1e-d054d9c102d0	ff07cd92-c39e-4e52-ac1e-d054d9c102d0/TCGA-ED-A66Y-01A-21-A40M-20_RPPA_data.tsv	a0294014591d2b3d6fee77ced265e8d0	22076	validated
ff50074a-7b6a-4f71-93eb-365c0d0aa179	ff50074a-7b6a-4f71-93eb-365c0d0aa179/TCGA-DD-A119-01A-21-A40L-20_RPPA_data.tsv	19b6ab333074270f8d029080db4b5a37	22036	validated
